start_date,date_column,hour_column,avg_value_hourly
2019-12-31 23:00:00+00:00,2019-12-31,23,64987.75
2020-01-01 00:00:00+00:00,2020-01-01,0,63191.75
2020-01-01 01:00:00+00:00,2020-01-01,1,61903.75
2020-01-01 02:00:00+00:00,2020-01-01,2,58716.0
2020-01-01 03:00:00+00:00,2020-01-01,3,56448.25
2020-01-01 04:00:00+00:00,2020-01-01,4,55891.0
2020-01-01 05:00:00+00:00,2020-01-01,5,56021.25
2020-01-01 06:00:00+00:00,2020-01-01,6,56287.0
2020-01-01 07:00:00+00:00,2020-01-01,7,56243.25
2020-01-01 08:00:00+00:00,2020-01-01,8,56557.25
2020-01-01 09:00:00+00:00,2020-01-01,9,58278.75
2020-01-01 10:00:00+00:00,2020-01-01,10,59960.75
2020-01-01 11:00:00+00:00,2020-01-01,11,62639.5
2020-01-01 12:00:00+00:00,2020-01-01,12,62349.0
2020-01-01 13:00:00+00:00,2020-01-01,13,59783.75
2020-01-01 14:00:00+00:00,2020-01-01,14,57918.25
2020-01-01 15:00:00+00:00,2020-01-01,15,57816.0
2020-01-01 16:00:00+00:00,2020-01-01,16,60392.25
2020-01-01 17:00:00+00:00,2020-01-01,17,63825.75
2020-01-01 18:00:00+00:00,2020-01-01,18,65253.75
2020-01-01 19:00:00+00:00,2020-01-01,19,63854.75
2020-01-01 20:00:00+00:00,2020-01-01,20,61824.75
2020-01-01 21:00:00+00:00,2020-01-01,21,62012.5
2020-01-01 22:00:00+00:00,2020-01-01,22,63272.0
2020-01-01 23:00:00+00:00,2020-01-01,23,61076.5
2020-01-02 00:00:00+00:00,2020-01-02,0,58474.75
2020-01-02 01:00:00+00:00,2020-01-02,1,57329.5
2020-01-02 02:00:00+00:00,2020-01-02,2,54994.75
2020-01-02 03:00:00+00:00,2020-01-02,3,54047.0
2020-01-02 04:00:00+00:00,2020-01-02,4,55760.25
2020-01-02 05:00:00+00:00,2020-01-02,5,59109.5
2020-01-02 06:00:00+00:00,2020-01-02,6,62782.25
2020-01-02 07:00:00+00:00,2020-01-02,7,65985.0
2020-01-02 08:00:00+00:00,2020-01-02,8,68070.5
2020-01-02 09:00:00+00:00,2020-01-02,9,69408.5
2020-01-02 10:00:00+00:00,2020-01-02,10,70219.5
2020-01-02 11:00:00+00:00,2020-01-02,11,71639.75
2020-01-02 12:00:00+00:00,2020-01-02,12,70545.25
2020-01-02 13:00:00+00:00,2020-01-02,13,68337.0
2020-01-02 14:00:00+00:00,2020-01-02,14,66115.5
2020-01-02 15:00:00+00:00,2020-01-02,15,65290.25
2020-01-02 16:00:00+00:00,2020-01-02,16,67220.75
2020-01-02 17:00:00+00:00,2020-01-02,17,69861.75
2020-01-02 18:00:00+00:00,2020-01-02,18,70296.5
2020-01-02 19:00:00+00:00,2020-01-02,19,66973.75
2020-01-02 20:00:00+00:00,2020-01-02,20,63549.0
2020-01-02 21:00:00+00:00,2020-01-02,21,63273.75
2020-01-02 22:00:00+00:00,2020-01-02,22,64673.75
2020-01-02 23:00:00+00:00,2020-01-02,23,62119.5
2020-01-03 00:00:00+00:00,2020-01-03,0,59152.75
2020-01-03 01:00:00+00:00,2020-01-03,1,57813.5
2020-01-03 02:00:00+00:00,2020-01-03,2,55093.0
2020-01-03 03:00:00+00:00,2020-01-03,3,53693.75
2020-01-03 04:00:00+00:00,2020-01-03,4,54893.5
2020-01-03 05:00:00+00:00,2020-01-03,5,58030.0
2020-01-03 06:00:00+00:00,2020-01-03,6,61555.25
2020-01-03 07:00:00+00:00,2020-01-03,7,64594.5
2020-01-03 08:00:00+00:00,2020-01-03,8,66016.5
2020-01-03 09:00:00+00:00,2020-01-03,9,66640.0
2020-01-03 10:00:00+00:00,2020-01-03,10,66886.0
2020-01-03 11:00:00+00:00,2020-01-03,11,67808.25
2020-01-03 12:00:00+00:00,2020-01-03,12,66613.75
2020-01-03 13:00:00+00:00,2020-01-03,13,64728.0
2020-01-03 14:00:00+00:00,2020-01-03,14,62690.5
2020-01-03 15:00:00+00:00,2020-01-03,15,62071.25
2020-01-03 16:00:00+00:00,2020-01-03,16,64210.75
2020-01-03 17:00:00+00:00,2020-01-03,17,67403.25
2020-01-03 18:00:00+00:00,2020-01-03,18,67814.75
2020-01-03 19:00:00+00:00,2020-01-03,19,64857.0
2020-01-03 20:00:00+00:00,2020-01-03,20,61548.0
2020-01-03 21:00:00+00:00,2020-01-03,21,61271.0
2020-01-03 22:00:00+00:00,2020-01-03,22,63307.75
2020-01-03 23:00:00+00:00,2020-01-03,23,61278.5
2020-01-04 00:00:00+00:00,2020-01-04,0,58300.0
2020-01-04 01:00:00+00:00,2020-01-04,1,57062.25
2020-01-04 02:00:00+00:00,2020-01-04,2,54278.25
2020-01-04 03:00:00+00:00,2020-01-04,3,52833.5
2020-01-04 04:00:00+00:00,2020-01-04,4,53552.0
2020-01-04 05:00:00+00:00,2020-01-04,5,55079.25
2020-01-04 06:00:00+00:00,2020-01-04,6,57317.0
2020-01-04 07:00:00+00:00,2020-01-04,7,59693.5
2020-01-04 08:00:00+00:00,2020-01-04,8,61799.0
2020-01-04 09:00:00+00:00,2020-01-04,9,63071.0
2020-01-04 10:00:00+00:00,2020-01-04,10,63448.75
2020-01-04 11:00:00+00:00,2020-01-04,11,64345.75
2020-01-04 12:00:00+00:00,2020-01-04,12,63060.5
2020-01-04 13:00:00+00:00,2020-01-04,13,60227.75
2020-01-04 14:00:00+00:00,2020-01-04,14,58390.5
2020-01-04 15:00:00+00:00,2020-01-04,15,57780.0
2020-01-04 16:00:00+00:00,2020-01-04,16,60567.0
2020-01-04 17:00:00+00:00,2020-01-04,17,64909.25
2020-01-04 18:00:00+00:00,2020-01-04,18,66127.5
2020-01-04 19:00:00+00:00,2020-01-04,19,63769.0
2020-01-04 20:00:00+00:00,2020-01-04,20,61418.25
2020-01-04 21:00:00+00:00,2020-01-04,21,61832.25
2020-01-04 22:00:00+00:00,2020-01-04,22,63870.25
2020-01-04 23:00:00+00:00,2020-01-04,23,62198.25
2020-01-05 00:00:00+00:00,2020-01-05,0,59492.25
2020-01-05 01:00:00+00:00,2020-01-05,1,58100.75
2020-01-05 02:00:00+00:00,2020-01-05,2,55245.25
2020-01-05 03:00:00+00:00,2020-01-05,3,53567.5
2020-01-05 04:00:00+00:00,2020-01-05,4,53855.25
2020-01-05 05:00:00+00:00,2020-01-05,5,54890.5
2020-01-05 06:00:00+00:00,2020-01-05,6,56295.25
2020-01-05 07:00:00+00:00,2020-01-05,7,57584.75
2020-01-05 08:00:00+00:00,2020-01-05,8,59434.5
2020-01-05 09:00:00+00:00,2020-01-05,9,61331.0
2020-01-05 10:00:00+00:00,2020-01-05,10,62518.75
2020-01-05 11:00:00+00:00,2020-01-05,11,64231.25
2020-01-05 12:00:00+00:00,2020-01-05,12,62781.5
2020-01-05 13:00:00+00:00,2020-01-05,13,59293.0
2020-01-05 14:00:00+00:00,2020-01-05,14,56874.25
2020-01-05 15:00:00+00:00,2020-01-05,15,56404.25
2020-01-05 16:00:00+00:00,2020-01-05,16,59350.25
2020-01-05 17:00:00+00:00,2020-01-05,17,65051.5
2020-01-05 18:00:00+00:00,2020-01-05,18,67384.25
2020-01-05 19:00:00+00:00,2020-01-05,19,65583.25
2020-01-05 20:00:00+00:00,2020-01-05,20,63193.5
2020-01-05 21:00:00+00:00,2020-01-05,21,63015.0
2020-01-05 22:00:00+00:00,2020-01-05,22,64950.0
2020-01-05 23:00:00+00:00,2020-01-05,23,63470.5
2020-01-06 00:00:00+00:00,2020-01-06,0,61527.25
2020-01-06 01:00:00+00:00,2020-01-06,1,60932.5
2020-01-06 02:00:00+00:00,2020-01-06,2,58878.25
2020-01-06 03:00:00+00:00,2020-01-06,3,58255.25
2020-01-06 04:00:00+00:00,2020-01-06,4,61008.75
2020-01-06 05:00:00+00:00,2020-01-06,5,66714.5
2020-01-06 06:00:00+00:00,2020-01-06,6,73656.75
2020-01-06 07:00:00+00:00,2020-01-06,7,77029.0
2020-01-06 08:00:00+00:00,2020-01-06,8,77094.25
2020-01-06 09:00:00+00:00,2020-01-06,9,76288.5
2020-01-06 10:00:00+00:00,2020-01-06,10,75412.5
2020-01-06 11:00:00+00:00,2020-01-06,11,74901.25
2020-01-06 12:00:00+00:00,2020-01-06,12,72912.25
2020-01-06 13:00:00+00:00,2020-01-06,13,70194.75
2020-01-06 14:00:00+00:00,2020-01-06,14,68031.5
2020-01-06 15:00:00+00:00,2020-01-06,15,67188.25
2020-01-06 16:00:00+00:00,2020-01-06,16,70294.5
2020-01-06 17:00:00+00:00,2020-01-06,17,74964.5
2020-01-06 18:00:00+00:00,2020-01-06,18,76195.0
2020-01-06 19:00:00+00:00,2020-01-06,19,72077.75
2020-01-06 20:00:00+00:00,2020-01-06,20,67446.5
2020-01-06 21:00:00+00:00,2020-01-06,21,66597.0
2020-01-06 22:00:00+00:00,2020-01-06,22,67794.25
2020-01-06 23:00:00+00:00,2020-01-06,23,65151.5
2020-01-07 00:00:00+00:00,2020-01-07,0,62567.75
2020-01-07 01:00:00+00:00,2020-01-07,1,61559.0
2020-01-07 02:00:00+00:00,2020-01-07,2,58966.0
2020-01-07 03:00:00+00:00,2020-01-07,3,57958.25
2020-01-07 04:00:00+00:00,2020-01-07,4,59928.75
2020-01-07 05:00:00+00:00,2020-01-07,5,64878.75
2020-01-07 06:00:00+00:00,2020-01-07,6,71250.0
2020-01-07 07:00:00+00:00,2020-01-07,7,74027.75
2020-01-07 08:00:00+00:00,2020-01-07,8,74016.25
2020-01-07 09:00:00+00:00,2020-01-07,9,73631.25
2020-01-07 10:00:00+00:00,2020-01-07,10,73580.75
2020-01-07 11:00:00+00:00,2020-01-07,11,73607.5
2020-01-07 12:00:00+00:00,2020-01-07,12,72346.75
2020-01-07 13:00:00+00:00,2020-01-07,13,70328.25
2020-01-07 14:00:00+00:00,2020-01-07,14,68248.75
2020-01-07 15:00:00+00:00,2020-01-07,15,67433.25
2020-01-07 16:00:00+00:00,2020-01-07,16,69384.25
2020-01-07 17:00:00+00:00,2020-01-07,17,73058.0
2020-01-07 18:00:00+00:00,2020-01-07,18,73726.0
2020-01-07 19:00:00+00:00,2020-01-07,19,69698.25
2020-01-07 20:00:00+00:00,2020-01-07,20,65439.0
2020-01-07 21:00:00+00:00,2020-01-07,21,64307.25
2020-01-07 22:00:00+00:00,2020-01-07,22,65484.0
2020-01-07 23:00:00+00:00,2020-01-07,23,62717.0
2020-01-08 00:00:00+00:00,2020-01-08,0,59914.5
2020-01-08 01:00:00+00:00,2020-01-08,1,58624.25
2020-01-08 02:00:00+00:00,2020-01-08,2,55977.75
2020-01-08 03:00:00+00:00,2020-01-08,3,54914.25
2020-01-08 04:00:00+00:00,2020-01-08,4,56765.5
2020-01-08 05:00:00+00:00,2020-01-08,5,61602.75
2020-01-08 06:00:00+00:00,2020-01-08,6,67184.75
2020-01-08 07:00:00+00:00,2020-01-08,7,70593.0
2020-01-08 08:00:00+00:00,2020-01-08,8,70675.5
2020-01-08 09:00:00+00:00,2020-01-08,9,70482.75
2020-01-08 10:00:00+00:00,2020-01-08,10,70610.75
2020-01-08 11:00:00+00:00,2020-01-08,11,70827.25
2020-01-08 12:00:00+00:00,2020-01-08,12,69261.75
2020-01-08 13:00:00+00:00,2020-01-08,13,67394.0
2020-01-08 14:00:00+00:00,2020-01-08,14,65368.5
2020-01-08 15:00:00+00:00,2020-01-08,15,64486.5
2020-01-08 16:00:00+00:00,2020-01-08,16,66083.75
2020-01-08 17:00:00+00:00,2020-01-08,17,70073.75
2020-01-08 18:00:00+00:00,2020-01-08,18,70760.0
2020-01-08 19:00:00+00:00,2020-01-08,19,66796.5
2020-01-08 20:00:00+00:00,2020-01-08,20,62807.75
2020-01-08 21:00:00+00:00,2020-01-08,21,61710.25
2020-01-08 22:00:00+00:00,2020-01-08,22,62751.25
2020-01-08 23:00:00+00:00,2020-01-08,23,60306.75
2020-01-09 00:00:00+00:00,2020-01-09,0,57695.25
2020-01-09 01:00:00+00:00,2020-01-09,1,56657.0
2020-01-09 02:00:00+00:00,2020-01-09,2,54019.0
2020-01-09 03:00:00+00:00,2020-01-09,3,53017.25
2020-01-09 04:00:00+00:00,2020-01-09,4,54948.25
2020-01-09 05:00:00+00:00,2020-01-09,5,60048.5
2020-01-09 06:00:00+00:00,2020-01-09,6,66005.5
2020-01-09 07:00:00+00:00,2020-01-09,7,68703.75
2020-01-09 08:00:00+00:00,2020-01-09,8,68568.5
2020-01-09 09:00:00+00:00,2020-01-09,9,68091.0
2020-01-09 10:00:00+00:00,2020-01-09,10,67749.5
2020-01-09 11:00:00+00:00,2020-01-09,11,67601.25
2020-01-09 12:00:00+00:00,2020-01-09,12,66307.5
2020-01-09 13:00:00+00:00,2020-01-09,13,64552.5
2020-01-09 14:00:00+00:00,2020-01-09,14,62503.0
2020-01-09 15:00:00+00:00,2020-01-09,15,61775.75
2020-01-09 16:00:00+00:00,2020-01-09,16,63910.5
2020-01-09 17:00:00+00:00,2020-01-09,17,68201.75
2020-01-09 18:00:00+00:00,2020-01-09,18,69078.75
2020-01-09 19:00:00+00:00,2020-01-09,19,65355.0
2020-01-09 20:00:00+00:00,2020-01-09,20,61723.5
2020-01-09 21:00:00+00:00,2020-01-09,21,60805.5
2020-01-09 22:00:00+00:00,2020-01-09,22,62205.25
2020-01-09 23:00:00+00:00,2020-01-09,23,59797.5
2020-01-10 00:00:00+00:00,2020-01-10,0,57189.0
2020-01-10 01:00:00+00:00,2020-01-10,1,56148.25
2020-01-10 02:00:00+00:00,2020-01-10,2,53646.0
2020-01-10 03:00:00+00:00,2020-01-10,3,52817.75
2020-01-10 04:00:00+00:00,2020-01-10,4,54896.75
2020-01-10 05:00:00+00:00,2020-01-10,5,59989.5
2020-01-10 06:00:00+00:00,2020-01-10,6,66177.75
2020-01-10 07:00:00+00:00,2020-01-10,7,69268.0
2020-01-10 08:00:00+00:00,2020-01-10,8,70078.75
2020-01-10 09:00:00+00:00,2020-01-10,9,70005.5
2020-01-10 10:00:00+00:00,2020-01-10,10,69932.5
2020-01-10 11:00:00+00:00,2020-01-10,11,69953.0
2020-01-10 12:00:00+00:00,2020-01-10,12,68743.0
2020-01-10 13:00:00+00:00,2020-01-10,13,66932.0
2020-01-10 14:00:00+00:00,2020-01-10,14,65130.25
2020-01-10 15:00:00+00:00,2020-01-10,15,64316.75
2020-01-10 16:00:00+00:00,2020-01-10,16,66617.0
2020-01-10 17:00:00+00:00,2020-01-10,17,70383.25
2020-01-10 18:00:00+00:00,2020-01-10,18,70628.25
2020-01-10 19:00:00+00:00,2020-01-10,19,67701.75
2020-01-10 20:00:00+00:00,2020-01-10,20,64626.5
2020-01-10 21:00:00+00:00,2020-01-10,21,64510.75
2020-01-10 22:00:00+00:00,2020-01-10,22,65948.25
2020-01-10 23:00:00+00:00,2020-01-10,23,63345.75
2020-01-11 00:00:00+00:00,2020-01-11,0,60173.75
2020-01-11 01:00:00+00:00,2020-01-11,1,58699.75
2020-01-11 02:00:00+00:00,2020-01-11,2,56125.5
2020-01-11 03:00:00+00:00,2020-01-11,3,54742.75
2020-01-11 04:00:00+00:00,2020-01-11,4,55316.75
2020-01-11 05:00:00+00:00,2020-01-11,5,57132.0
2020-01-11 06:00:00+00:00,2020-01-11,6,59673.75
2020-01-11 07:00:00+00:00,2020-01-11,7,62315.75
2020-01-11 08:00:00+00:00,2020-01-11,8,64513.0
2020-01-11 09:00:00+00:00,2020-01-11,9,65006.5
2020-01-11 10:00:00+00:00,2020-01-11,10,64610.25
2020-01-11 11:00:00+00:00,2020-01-11,11,65518.75
2020-01-11 12:00:00+00:00,2020-01-11,12,63942.0
2020-01-11 13:00:00+00:00,2020-01-11,13,60990.75
2020-01-11 14:00:00+00:00,2020-01-11,14,58766.75
2020-01-11 15:00:00+00:00,2020-01-11,15,57894.25
2020-01-11 16:00:00+00:00,2020-01-11,16,60553.0
2020-01-11 17:00:00+00:00,2020-01-11,17,65541.0
2020-01-11 18:00:00+00:00,2020-01-11,18,67181.5
2020-01-11 19:00:00+00:00,2020-01-11,19,65075.5
2020-01-11 20:00:00+00:00,2020-01-11,20,62856.75
2020-01-11 21:00:00+00:00,2020-01-11,21,62986.5
2020-01-11 22:00:00+00:00,2020-01-11,22,65086.75
2020-01-11 23:00:00+00:00,2020-01-11,23,63386.0
2020-01-12 00:00:00+00:00,2020-01-12,0,60758.25
2020-01-12 01:00:00+00:00,2020-01-12,1,59417.75
2020-01-12 02:00:00+00:00,2020-01-12,2,56507.25
2020-01-12 03:00:00+00:00,2020-01-12,3,54874.75
2020-01-12 04:00:00+00:00,2020-01-12,4,54973.0
2020-01-12 05:00:00+00:00,2020-01-12,5,56201.5
2020-01-12 06:00:00+00:00,2020-01-12,6,57670.25
2020-01-12 07:00:00+00:00,2020-01-12,7,59289.0
2020-01-12 08:00:00+00:00,2020-01-12,8,61181.25
2020-01-12 09:00:00+00:00,2020-01-12,9,62846.0
2020-01-12 10:00:00+00:00,2020-01-12,10,63649.5
2020-01-12 11:00:00+00:00,2020-01-12,11,64834.5
2020-01-12 12:00:00+00:00,2020-01-12,12,62843.25
2020-01-12 13:00:00+00:00,2020-01-12,13,59306.5
2020-01-12 14:00:00+00:00,2020-01-12,14,57025.75
2020-01-12 15:00:00+00:00,2020-01-12,15,55971.5
2020-01-12 16:00:00+00:00,2020-01-12,16,58593.75
2020-01-12 17:00:00+00:00,2020-01-12,17,64214.25
2020-01-12 18:00:00+00:00,2020-01-12,18,66793.5
2020-01-12 19:00:00+00:00,2020-01-12,19,64603.0
2020-01-12 20:00:00+00:00,2020-01-12,20,62360.0
2020-01-12 21:00:00+00:00,2020-01-12,21,62043.25
2020-01-12 22:00:00+00:00,2020-01-12,22,63698.75
2020-01-12 23:00:00+00:00,2020-01-12,23,61890.5
2020-01-13 00:00:00+00:00,2020-01-13,0,59693.0
2020-01-13 01:00:00+00:00,2020-01-13,1,58755.25
2020-01-13 02:00:00+00:00,2020-01-13,2,56319.0
2020-01-13 03:00:00+00:00,2020-01-13,3,55500.25
2020-01-13 04:00:00+00:00,2020-01-13,4,58153.0
2020-01-13 05:00:00+00:00,2020-01-13,5,64069.0
2020-01-13 06:00:00+00:00,2020-01-13,6,70688.0
2020-01-13 07:00:00+00:00,2020-01-13,7,73458.5
2020-01-13 08:00:00+00:00,2020-01-13,8,73830.5
2020-01-13 09:00:00+00:00,2020-01-13,9,73684.5
2020-01-13 10:00:00+00:00,2020-01-13,10,73219.75
2020-01-13 11:00:00+00:00,2020-01-13,11,73101.25
2020-01-13 12:00:00+00:00,2020-01-13,12,71753.5
2020-01-13 13:00:00+00:00,2020-01-13,13,69884.5
2020-01-13 14:00:00+00:00,2020-01-13,14,67921.0
2020-01-13 15:00:00+00:00,2020-01-13,15,66741.25
2020-01-13 16:00:00+00:00,2020-01-13,16,68857.75
2020-01-13 17:00:00+00:00,2020-01-13,17,73415.75
2020-01-13 18:00:00+00:00,2020-01-13,18,74446.0
2020-01-13 19:00:00+00:00,2020-01-13,19,70419.25
2020-01-13 20:00:00+00:00,2020-01-13,20,66203.0
2020-01-13 21:00:00+00:00,2020-01-13,21,65058.25
2020-01-13 22:00:00+00:00,2020-01-13,22,66491.5
2020-01-13 23:00:00+00:00,2020-01-13,23,64133.75
2020-01-14 00:00:00+00:00,2020-01-14,0,61233.0
2020-01-14 01:00:00+00:00,2020-01-14,1,60297.5
2020-01-14 02:00:00+00:00,2020-01-14,2,57824.75
2020-01-14 03:00:00+00:00,2020-01-14,3,56870.25
2020-01-14 04:00:00+00:00,2020-01-14,4,58886.25
2020-01-14 05:00:00+00:00,2020-01-14,5,64043.5
2020-01-14 06:00:00+00:00,2020-01-14,6,70077.75
2020-01-14 07:00:00+00:00,2020-01-14,7,72788.25
2020-01-14 08:00:00+00:00,2020-01-14,8,72448.75
2020-01-14 09:00:00+00:00,2020-01-14,9,71793.25
2020-01-14 10:00:00+00:00,2020-01-14,10,71518.0
2020-01-14 11:00:00+00:00,2020-01-14,11,71341.0
2020-01-14 12:00:00+00:00,2020-01-14,12,70218.75
2020-01-14 13:00:00+00:00,2020-01-14,13,68043.5
2020-01-14 14:00:00+00:00,2020-01-14,14,66279.75
2020-01-14 15:00:00+00:00,2020-01-14,15,65218.5
2020-01-14 16:00:00+00:00,2020-01-14,16,67064.75
2020-01-14 17:00:00+00:00,2020-01-14,17,71320.25
2020-01-14 18:00:00+00:00,2020-01-14,18,72205.5
2020-01-14 19:00:00+00:00,2020-01-14,19,68391.0
2020-01-14 20:00:00+00:00,2020-01-14,20,64192.75
2020-01-14 21:00:00+00:00,2020-01-14,21,63025.75
2020-01-14 22:00:00+00:00,2020-01-14,22,64423.75
2020-01-14 23:00:00+00:00,2020-01-14,23,62178.5
2020-01-15 00:00:00+00:00,2020-01-15,0,59353.75
2020-01-15 01:00:00+00:00,2020-01-15,1,58088.0
2020-01-15 02:00:00+00:00,2020-01-15,2,55709.75
2020-01-15 03:00:00+00:00,2020-01-15,3,54648.5
2020-01-15 04:00:00+00:00,2020-01-15,4,56807.75
2020-01-15 05:00:00+00:00,2020-01-15,5,61925.0
2020-01-15 06:00:00+00:00,2020-01-15,6,67781.25
2020-01-15 07:00:00+00:00,2020-01-15,7,70905.5
2020-01-15 08:00:00+00:00,2020-01-15,8,71144.75
2020-01-15 09:00:00+00:00,2020-01-15,9,70342.75
2020-01-15 10:00:00+00:00,2020-01-15,10,70178.5
2020-01-15 11:00:00+00:00,2020-01-15,11,70530.25
2020-01-15 12:00:00+00:00,2020-01-15,12,69057.5
2020-01-15 13:00:00+00:00,2020-01-15,13,67169.25
2020-01-15 14:00:00+00:00,2020-01-15,14,65056.25
2020-01-15 15:00:00+00:00,2020-01-15,15,64052.0
2020-01-15 16:00:00+00:00,2020-01-15,16,65725.0
2020-01-15 17:00:00+00:00,2020-01-15,17,70783.25
2020-01-15 18:00:00+00:00,2020-01-15,18,72031.25
2020-01-15 19:00:00+00:00,2020-01-15,19,68231.75
2020-01-15 20:00:00+00:00,2020-01-15,20,64394.5
2020-01-15 21:00:00+00:00,2020-01-15,21,63759.25
2020-01-15 22:00:00+00:00,2020-01-15,22,65276.75
2020-01-15 23:00:00+00:00,2020-01-15,23,62937.5
2020-01-16 00:00:00+00:00,2020-01-16,0,60238.0
2020-01-16 01:00:00+00:00,2020-01-16,1,59075.5
2020-01-16 02:00:00+00:00,2020-01-16,2,56726.25
2020-01-16 03:00:00+00:00,2020-01-16,3,55904.0
2020-01-16 04:00:00+00:00,2020-01-16,4,58100.25
2020-01-16 05:00:00+00:00,2020-01-16,5,63588.5
2020-01-16 06:00:00+00:00,2020-01-16,6,70067.75
2020-01-16 07:00:00+00:00,2020-01-16,7,72710.75
2020-01-16 08:00:00+00:00,2020-01-16,8,71863.5
2020-01-16 09:00:00+00:00,2020-01-16,9,70326.0
2020-01-16 10:00:00+00:00,2020-01-16,10,69089.0
2020-01-16 11:00:00+00:00,2020-01-16,11,68354.0
2020-01-16 12:00:00+00:00,2020-01-16,12,66288.0
2020-01-16 13:00:00+00:00,2020-01-16,13,63816.5
2020-01-16 14:00:00+00:00,2020-01-16,14,61488.75
2020-01-16 15:00:00+00:00,2020-01-16,15,60701.75
2020-01-16 16:00:00+00:00,2020-01-16,16,62825.0
2020-01-16 17:00:00+00:00,2020-01-16,17,67857.75
2020-01-16 18:00:00+00:00,2020-01-16,18,69087.0
2020-01-16 19:00:00+00:00,2020-01-16,19,65795.0
2020-01-16 20:00:00+00:00,2020-01-16,20,62484.25
2020-01-16 21:00:00+00:00,2020-01-16,21,61405.5
2020-01-16 22:00:00+00:00,2020-01-16,22,62682.75
2020-01-16 23:00:00+00:00,2020-01-16,23,60294.5
2020-01-17 00:00:00+00:00,2020-01-17,0,57440.5
2020-01-17 01:00:00+00:00,2020-01-17,1,56029.0
2020-01-17 02:00:00+00:00,2020-01-17,2,53649.0
2020-01-17 03:00:00+00:00,2020-01-17,3,52663.0
2020-01-17 04:00:00+00:00,2020-01-17,4,54883.25
2020-01-17 05:00:00+00:00,2020-01-17,5,59819.5
2020-01-17 06:00:00+00:00,2020-01-17,6,66042.0
2020-01-17 07:00:00+00:00,2020-01-17,7,68963.75
2020-01-17 08:00:00+00:00,2020-01-17,8,69362.5
2020-01-17 09:00:00+00:00,2020-01-17,9,69205.5
2020-01-17 10:00:00+00:00,2020-01-17,10,69330.0
2020-01-17 11:00:00+00:00,2020-01-17,11,69582.25
2020-01-17 12:00:00+00:00,2020-01-17,12,68285.5
2020-01-17 13:00:00+00:00,2020-01-17,13,66383.5
2020-01-17 14:00:00+00:00,2020-01-17,14,64518.25
2020-01-17 15:00:00+00:00,2020-01-17,15,63797.75
2020-01-17 16:00:00+00:00,2020-01-17,16,65544.25
2020-01-17 17:00:00+00:00,2020-01-17,17,69770.75
2020-01-17 18:00:00+00:00,2020-01-17,18,70854.75
2020-01-17 19:00:00+00:00,2020-01-17,19,67690.0
2020-01-17 20:00:00+00:00,2020-01-17,20,64603.5
2020-01-17 21:00:00+00:00,2020-01-17,21,64257.75
2020-01-17 22:00:00+00:00,2020-01-17,22,65785.25
2020-01-17 23:00:00+00:00,2020-01-17,23,63193.25
2020-01-18 00:00:00+00:00,2020-01-18,0,60236.0
2020-01-18 01:00:00+00:00,2020-01-18,1,58874.0
2020-01-18 02:00:00+00:00,2020-01-18,2,56419.75
2020-01-18 03:00:00+00:00,2020-01-18,3,55278.0
2020-01-18 04:00:00+00:00,2020-01-18,4,56031.0
2020-01-18 05:00:00+00:00,2020-01-18,5,57945.75
2020-01-18 06:00:00+00:00,2020-01-18,6,60854.0
2020-01-18 07:00:00+00:00,2020-01-18,7,63749.5
2020-01-18 08:00:00+00:00,2020-01-18,8,66162.75
2020-01-18 09:00:00+00:00,2020-01-18,9,66804.5
2020-01-18 10:00:00+00:00,2020-01-18,10,66246.0
2020-01-18 11:00:00+00:00,2020-01-18,11,66652.75
2020-01-18 12:00:00+00:00,2020-01-18,12,64679.5
2020-01-18 13:00:00+00:00,2020-01-18,13,61316.25
2020-01-18 14:00:00+00:00,2020-01-18,14,59165.25
2020-01-18 15:00:00+00:00,2020-01-18,15,58407.0
2020-01-18 16:00:00+00:00,2020-01-18,16,61060.25
2020-01-18 17:00:00+00:00,2020-01-18,17,66583.25
2020-01-18 18:00:00+00:00,2020-01-18,18,67958.25
2020-01-18 19:00:00+00:00,2020-01-18,19,65921.25
2020-01-18 20:00:00+00:00,2020-01-18,20,63756.75
2020-01-18 21:00:00+00:00,2020-01-18,21,64194.75
2020-01-18 22:00:00+00:00,2020-01-18,22,66604.75
2020-01-18 23:00:00+00:00,2020-01-18,23,64952.0
2020-01-19 00:00:00+00:00,2020-01-19,0,62537.5
2020-01-19 01:00:00+00:00,2020-01-19,1,61187.5
2020-01-19 02:00:00+00:00,2020-01-19,2,58511.75
2020-01-19 03:00:00+00:00,2020-01-19,3,56976.75
2020-01-19 04:00:00+00:00,2020-01-19,4,57279.25
2020-01-19 05:00:00+00:00,2020-01-19,5,58256.25
2020-01-19 06:00:00+00:00,2020-01-19,6,59925.0
2020-01-19 07:00:00+00:00,2020-01-19,7,61742.25
2020-01-19 08:00:00+00:00,2020-01-19,8,64444.0
2020-01-19 09:00:00+00:00,2020-01-19,9,66071.25
2020-01-19 10:00:00+00:00,2020-01-19,10,66483.0
2020-01-19 11:00:00+00:00,2020-01-19,11,67461.25
2020-01-19 12:00:00+00:00,2020-01-19,12,65186.75
2020-01-19 13:00:00+00:00,2020-01-19,13,61774.5
2020-01-19 14:00:00+00:00,2020-01-19,14,59569.75
2020-01-19 15:00:00+00:00,2020-01-19,15,58916.25
2020-01-19 16:00:00+00:00,2020-01-19,16,61396.0
